x	y
4.442	18.00 
4.368	18.00 
4.395	18.00 
4.512	20.00 
4.434	18.00 
4.554	20.00 
4.336	18.00 
4.431	18.00 
4.558	20.00 
4.363	18.00 
4.659	20.00 
4.708	20.00 
4.416	18.00 
4.237	18.00 
3.836	18.00 
3.806	18.00 
4.094	18.00 
4.105	18.00 
4.12	18.00 
4.235	18.00 
4.383	18.00 
3.963	18.00 
4.245	18.00 
4.455	18.00 
4.616	20.00 
4.329	18.00 
4.603	20.00 
4.811	20.00 
4.711	20.00 
4.836	20.00 
5.056	20.00 
5.051	20.00 
5.218	20.00 
4.921	20.00 
5.14	20.00 
5.007	20.00 
5.103	20.00 
5.156	20.00 
5.228	20.00 
4.666	20.00 
4.384	18.00 
4.421	18.00 
4.341	18.00 
4.159	18.00 
4.291	18.00 
4.313	18.00 
4.378	18.00 
4.332	18.00 
4.583	20.00 
4.808	20.00 
5.176	20.00 
5.407	20.00 
5.382	20.00 
5.453	20.00 
5.428	20.00 
5.516	22.00 
5.535	22.00 
5.662	22.00 
5.574	22.00 
5.601	22.00 
5.669	22.00 
5.764	22.00 
5.433	20.00 
5.247	20.00 
5.259	20.00 
5.027	20.00 
4.709	20.00 
4.699	20.00 
4.525	20.00 
5.17	20.00 
5.056	20.00 
5.758	22.00 
5.846	22.00 
5.291	20.00 
5.336	20.00 
5.458	20.00 
5.433	20.00 
5.523	22.00 
5.414	20.00 
5.201	20.00 
5.336	20.00 
5.311	20.00 
4.874	20.00 
4.99	20.00 
4.813	20.00 
4.777	20.00 
4.882	20.00 
5.152	20.00 
5.119	20.00 
4.872	20.00 
4.822	20.00 
4.346	18.00 
4.17	18.00 
4.06	18.00 
4.148	18.00 
3.829	18.00 
3.889	18.00 
3.285	16.00 
3.45	16.00 
3.329	16.00 
3.285	16.00 
2.894	16.00 
2.971	16.00 
2.853	16.00 
2.701	16.00 
2.656	16.00 
2.671	16.00 
2.367	14.00 
2.306	14.00 
1.481	12.00 
1.503	14.00 
1.507	14.00 
1.201	12.00 
1.109	12.00 
1.05	12.00 
0.98	12.00 
1.019	12.00 
1.117	12.00 
1.368	12.00 
1.269	12.00 
1.958	14.00 
1.748	14.00 
1.756	14.00 
1.16	12.00 
1.167	12.00 
1.159	12.00 
0.865	12.00 
1.322	12.00 
1.384	12.00 
1.741	14.00 
1.811	14.00 
1.696	14.00 
1.928	14.00 
2.076	14.00 
1.862	14.00 
1.99	14.00 
1.497	12.00 
1.205	12.00 
0.955	12.00 
0.866	12.00 
1.023	12.00 
1.017	12.00 
0.572	12.00 
1.052	12.00 
1.343	12.00 
1.788	14.00 
2.066	14.00 
2.359	14.00 
2.565	16.00 
2.543	16.00 
2.668	16.00 
2.11	14.00 
2.113	14.00 
2.328	14.00 
2.209	14.00 
2.323	14.00 
2.225	14.00 
1.959	14.00 
2.247	14.00 
2.266	14.00 
2.133	14.00 
1.981	14.00 
1.981	14.00 
2.05	14.00 
2.308	14.00 
2.36	14.00 
2.464	14.00 
2.189	14.00 
2.262	14.00 
1.936	14.00 
0.948	12.00 
0.553	12.00 
0.756	12.00 
0.681	12.00 
0.787	12.00 
0.891	12.00 
1.19	12.00 
1.253	12.00 
1.288	12.00 
1.579	14.00 
1.705	14.00 
1.883	14.00 
1.889	14.00 
2.03	14.00 
2.11	14.00 
2.001	14.00 
1.956	14.00 
2.082	14.00 
1.383	12.00 
1.512	14.00 
1.55	14.00 
1.731	14.00 
1.704	14.00 
1.7	14.00 
2.169	14.00 
1.471	12.00 
1.497	12.00 
2.922	16.00 
3.166	16.00 
3.192	16.00 
3.28	16.00 
3.13	16.00 
2.372	14.00 
2.438	14.00 
2.647	16.00 
2.905	16.00 
3.281	16.00 
3.394	16.00 
4.063	18.00 
4.244	18.00 
4.745	20.00 
4.054	18.00 
4.149	18.00 
4.05	18.00 
3.861	18.00 
4.245	18.00 
4.309	18.00 
4.102	18.00 
3.69	18.00 
3.539	18.00 
4.063	18.00 
4.795	20.00 
5.976	22.00 
7.134	24.00 
7.043	24.00 
6.744	24.00 
6.412	22.00 
6.525	24.00 
6.358	22.00 
6.469	22.00 
6.507	24.00 
6.463	22.00 
6.75	24.00 
6.854	24.00 
5.928	22.00 
6.065	22.00 
5.821	22.00 
5.284	20.00 
5.611	22.00 
6.086	22.00 
6.039	22.00 
6.409	22.00 
6.456	22.00 
6.265	22.00 
6.019	22.00 
5.853	22.00 
6.262	22.00 
6.367	22.00 
6.773	24.00 
6.58	24.00 
6.307	22.00 
7.248	24.00 
7.171	24.00 
7.874	26.00 
8.402	26.00 
8.406	26.00 
8.426	26.00 
8.637	28.00 
9.26	28.00 
9.205	28.00 
9.078	28.00 
9.435	28.00 
9.927	30.00 
9.642	30.00 
9.719	30.00 
8.639	28.00 
8.406	26.00 
8.286	26.00 
8.263	26.00 
8.106	26.00 
5.659	22.00 
4.639	20.00 
4.498	18.00 
3.984	18.00 
3.385	16.00 
2.869	16.00 
2.469	14.00 
2.365	14.00 
2.907	16.00 
2.578	16.00 
1.887	14.00 
1.328	12.00 
1.176	12.00 
1.921	14.00 
2.05	14.00 
2.096	14.00 
2.339	14.00 
2.618	16.00 
2.574	16.00 
2.881	16.00 
3.131	16.00 
2.699	16.00 
2.703	16.00 
2.53	16.00 
2.416	14.00 
2.399	14.00 
2.52	16.00 
2.458	14.00 
2.51	16.00 
2.641	16.00 
2.598	16.00 
2.343	14.00 
1.979	14.00 
1.97	14.00 
2.836	16.00 
3.038	16.00 
3.081	16.00 
2.978	16.00 
2.26	14.00 
2.006	14.00 
2.123	14.00 
2.882	16.00 
3.264	16.00 
4.105	18.00 
3.729	18.00 
3.789	18.00 
3.847	18.00 
2.628	16.00 
2.787	16.00 
2.777	16.00 
2.799	16.00 
2.456	14.00 
2.385	14.00 
1.678	14.00 
1.763	14.00 
1.791	14.00 
1.993	14.00 
1.595	14.00 
2.16	14.00 
2.602	16.00 
2.703	16.00 
1.706	14.00 
1.075	12.00 
1.314	12.00 
1.284	12.00 
1.465	12.00 
1.227	12.00 
1.486	12.00 
1.422	12.00 
2.019	14.00 
0.992	12.00 
1.028	12.00 
0.705	12.00 
0.837	12.00 
0.733	12.00 
1.122	12.00 
0.715	12.00 
0.816	12.00 
0.963	12.00 
0.944	12.00 
1.211	12.00 
1.091	12.00 
0.932	12.00 
1.17	12.00 
1.112	12.00 
1.174	12.00 
0.532	12.00 
0.897	12.00 
1.174	12.00 
1.154	12.00 
1.323	12.00 
1.185	12.00 
1.41	12.00 
2.053	14.00 
1.605	14.00 
1.498	12.00 
1.196	12.00 
0.868	12.00 
0.685	12.00 
0.801	12.00 
0.753	12.00 
0.554	12.00 
0.741	12.00 
1.513	14.00 
1.539	14.00 
1.318	12.00 
1.94	14.00 
1.896	14.00 
1.638	14.00 
1.373	12.00 
1.366	12.00 
1.505	14.00 
2.046	14.00 
2.006	14.00 
2.149	14.00 
1.92	14.00 
2.125	14.00 
2.078	14.00 
1.672	14.00 
1.738	14.00 
1.576	14.00 
1.449	12.00 
1.429	12.00 
1.188	12.00 
1.091	12.00 
1.611	14.00 
1.809	14.00 
1.759	14.00 
0.905	12.00 
0.936	12.00 
0.75	12.00 
0.515	12.00 
0.687	12.00 
0.616	12.00 
0.75	12.00 
0.755	12.00 
0.737	12.00 
0.608	12.00 
0.679	12.00 
2.288	14.00 
2.44	14.00 
2.35	14.00 
2.256	14.00 
2.384	14.00 
2.966	16.00 
2.909	16.00 
3.152	16.00 
3.221	16.00 
3.209	16.00 
3.431	16.00 
3.475	16.00 
3.325	16.00 
3.435	16.00 
3.547	18.00 
4.047	18.00 
3.889	18.00 
3.77	18.00 
3.977	18.00 
4.094	18.00 
3.593	18.00 
3.77	18.00 
3.781	18.00 
3.198	16.00 
3.796	18.00 
3.743	18.00 
3.738	18.00 
3.042	16.00 
3.117	16.00 
3.122	16.00 
3.215	16.00 
3.439	16.00 
3.419	16.00 
3.595	18.00 
3.493	16.00 
4.124	18.00 
3.98	18.00 
4.215	18.00 
4.08	18.00 
4.144	18.00 
4.846	20.00 
4.683	20.00 
3.204	16.00 
3.356	16.00 
3.495	16.00 
3.791	18.00 
3.638	18.00 
3.134	16.00 
3.777	18.00 
3.766	18.00 
3.597	18.00 
3.153	16.00 
4.142	18.00 
4.061	18.00 
3.833	18.00 
4.076	18.00 
4.135	18.00 
4.072	18.00 
4.116	18.00 
3.84	18.00 
4.192	18.00 
4.204	18.00 
3.824	18.00 
3.622	18.00 
3.462	16.00 
3.844	18.00 
3.472	16.00 
3.601	18.00 
3.612	18.00 
3.69	18.00 
3.41	16.00 
3.453	16.00 
3.044	16.00 
3.382	16.00 
4.052	18.00 
3.758	18.00 
3.565	18.00 
3.432	16.00 
3.49	16.00 
3.495	16.00 
3.509	18.00 
3.606	18.00 
3.944	18.00 
4.207	18.00 
4.344	18.00 
4.391	18.00 
4.491	18.00 
4.332	18.00 
4.039	18.00 
4.095	18.00 
4.001	18.00 
3.866	18.00 
3.439	16.00 
3.485	16.00 
3.519	18.00 
3.319	16.00 
3.444	16.00 
3.337	16.00 
3.328	16.00 
3.384	16.00 
3.17	16.00 
3.517	18.00 
3.668	18.00 
4.054	18.00 
3.731	18.00 
3.711	18.00 
4.235	18.00 
4.359	18.00 
4.588	20.00 
4.541	20.00 
4.462	18.00 
4.329	18.00 
4.416	18.00 
4.394	18.00 
4.862	20.00 
4.818	20.00 
4.777	20.00 
5.086	20.00 
4.59	20.00 
4.584	20.00 
4.874	20.00 
4.759	20.00 
4.556	20.00 
4.476	18.00 
4.307	18.00 
4.242	18.00 
4.168	18.00 
4.019	18.00 
3.906	18.00 
3.618	18.00 
3.319	16.00 
3.33	16.00 
3.208	16.00 
3.035	16.00 
2.946	16.00 
2.763	16.00 
2.752	16.00 
2.613	16.00 
2.655	16.00 
2.723	16.00 
2.885	16.00 
2.926	16.00 
3.249	16.00 
3.164	16.00 
3.013	16.00 
2.997	16.00 
3.032	16.00 
2.734	16.00 
3.231	16.00 
3.185	16.00 
2.958	16.00 
3.119	16.00 
3.112	16.00 
3.55	18.00 
3.001	16.00 
3.17	16.00 
3.229	16.00 
3.731	18.00 
3.567	18.00 
3.141	16.00 
3.369	16.00 
3.428	16.00 
3.479	16.00 
3.473	16.00 
3.414	16.00 
2.885	16.00 
2.726	16.00 
2.669	16.00 
2.752	16.00 
2.744	16.00 
2.822	16.00 
2.557	16.00 
2.295	14.00 
2.169	14.00 
2.477	14.00 
2.356	14.00 
2.341	14.00 
2.679	16.00 
2.458	14.00 
2.47	14.00 
2.625	16.00 
2.861	16.00 
2.74	16.00 
2.799	16.00 
2.94	16.00 
3.36	16.00 
3.318	16.00 
3.963	18.00 
3.8	18.00 
3.984	18.00 
3.793	18.00 
2.793	16.00 
3.119	16.00 
3.231	16.00 
3.455	16.00 
3.833	18.00 
3.763	18.00 
3.433	16.00 
3.443	16.00 
3.774	18.00 
3.784	18.00 
3.772	18.00 
4.039	18.00 
4.068	18.00 
4.074	18.00 
3.955	18.00 
4.229	18.00 
3.692	18.00 
3.672	18.00 
3.435	16.00 
3.097	16.00 
3.311	16.00 
3.218	16.00 
2.775	16.00 
2.501	16.00 
1.948	14.00 
2.588	16.00 
2.924	16.00 
3.203	16.00 
3.656	18.00 
3.708	18.00 
3.743	18.00 
4.377	18.00 
4.509	20.00 
4.241	18.00 
3.757	18.00 
3.068	16.00 
3.791	18.00 
3.522	18.00 
3.457	16.00 
3.269	16.00 
3.333	16.00 
2.956	16.00 
3.447	16.00 
3.527	18.00 
3.743	18.00 
3.55	18.00 
3.979	18.00 
4.197	18.00 
4.031	18.00 
4.068	18.00 
4.022	18.00 
3.259	16.00 
3.36	16.00 
3.726	18.00 
3.477	16.00 
3.584	18.00 
3.633	18.00 
3.508	18.00 
3.481	16.00 
3.36	16.00 
3.529	18.00 
3.634	18.00 
3.935	18.00 
3.787	18.00 
3.59	18.00 
3.498	16.00 
3.402	16.00 
3.23	16.00 
3.072	16.00 
3.311	16.00 
3.17	16.00 
3.088	16.00 
3.391	16.00 
3.808	18.00 
3.941	18.00 
3.958	18.00 
3.779	18.00 
3.782	18.00 
3.572	18.00 
3.109	16.00 
2.74	16.00 
2.516	16.00 
2.387	14.00 
2.19	14.00 
2.241	14.00 
2.266	14.00 
2.778	16.00 
2.927	16.00 
3.329	16.00 
3.444	16.00 
3.556	18.00 
3.491	16.00 
3.609	18.00 
3.973	18.00 
3.911	18.00 
5.15	20.00 
4.464	18.00 
4.775	20.00 
4.749	20.00 
4.863	20.00 
5.097	20.00 
4.078	18.00 
3.888	18.00 
3.927	18.00 
3.741	18.00 
3.816	18.00 
4.122	18.00 
3.78	18.00 
3.723	18.00 
3.576	18.00 
3.501	18.00 
3.53	18.00 
3.603	18.00 
3.459	16.00 
4.059	18.00 
3.833	18.00 
3.76	18.00 
4.086	18.00 
3.988	18.00 
3.991	18.00 
3.918	18.00 
3.83	18.00 
3.852	18.00 
2.927	16.00 
3.306	16.00 
3.358	16.00 
3.648	18.00 
3.485	16.00 
3.226	16.00 
3.181	16.00 
2.988	16.00 
2.608	16.00 
2.957	16.00 
2.906	16.00 
2.074	14.00 
2.083	14.00 
2.161	14.00 
2.192	14.00 
2.201	14.00 
2.069	14.00 
2.274	14.00 
2.697	16.00 
2.694	16.00 
2.42	14.00 
2.286	14.00 
2.278	14.00 
2.356	14.00 
2.502	16.00 
2.487	14.00 
2.373	14.00 
2.441	14.00 
1.935	14.00 
2.226	14.00 
2.119	14.00 
2.248	14.00 
2.856	16.00 
2.838	16.00 
2.802	16.00 
2.803	16.00 
2.78	16.00 
2.718	16.00 
2.613	16.00 
2.047	14.00 
1.987	14.00 
1.815	14.00 
1.792	14.00 
1.963	14.00 
2.178	14.00 
1.777	14.00 
1.644	14.00 
1.639	14.00 
1.791	14.00 
1.911	14.00 
1.897	14.00 
1.925	14.00 
1.723	14.00 
1.905	14.00 
2.008	14.00 
1.973	14.00 
1.876	14.00 
1.638	14.00 
1.714	14.00 
1.729	14.00 
1.712	14.00 
1.748	14.00 
1.707	14.00 
1.446	12.00 
1.659	14.00 
1.595	14.00 
1.407	12.00 
1.257	12.00 
1.148	12.00 
1.262	12.00 
1.197	12.00 
1.14	12.00 
1.05	12.00 
0.928	12.00 
1.186	12.00 
1.23	12.00 
1.263	12.00 
1.316	12.00 
1.556	14.00 
1.573	14.00 
1.501	14.00 
1.471	12.00 
1.591	14.00 
1.681	14.00 
1.86	14.00 
1.91	14.00 
1.995	14.00 
1.987	14.00 
1.909	14.00 
1.779	14.00 
1.694	14.00 
1.571	14.00 
1.624	14.00 
1.644	14.00 
1.715	14.00 
1.766	14.00 
1.99	14.00 
1.986	14.00 
1.975	14.00 
2.038	14.00 
1.983	14.00 
2.027	14.00 
1.89	14.00 
1.594	14.00 
1.55	14.00 
1.297	12.00 
1.345	12.00 
1.429	12.00 
1.53	14.00 
1.662	14.00 
2.015	14.00 
2.093	14.00 
1.829	14.00 
1.81	14.00 
1.819	14.00 
1.809	14.00 
1.995	14.00 
1.959	14.00 
2.016	14.00 
1.995	14.00 
1.633	14.00 
1.914	14.00 
2.223	14.00 
2.179	14.00 
2.505	16.00 
2.075	14.00 
2.015	14.00 
2.094	14.00 
2.019	14.00 
2.125	14.00 
2.058	14.00 
1.938	14.00 
1.811	14.00 
1.751	14.00 
1.913	14.00 
1.822	14.00 
2.291	14.00 
2.469	14.00 
2.639	16.00 
2.543	16.00 
2.61	16.00 
2.578	16.00 
2.784	16.00 
2.958	16.00 
2.766	16.00 
2.541	16.00 
2.844	16.00 
2.531	16.00 
2.714	16.00 
2.39	14.00 
2.418	14.00 
2.361	14.00 
2.411	14.00 
2.718	16.00 
2.78	16.00 
2.766	16.00 
2.87	16.00 
2.87	16.00 
2.819	16.00 
2.832	16.00 
2.955	16.00 
3.021	16.00 
2.551	16.00 
2.421	14.00 
2.468	14.00 
2.487	14.00 
2.125	14.00 
2.172	14.00 
2.164	14.00 
2.538	16.00 
2.634	16.00 
2.568	16.00 
2.81	16.00 
2.822	16.00 
2.618	16.00 
2.353	14.00 
2.288	14.00 
1.551	14.00 
1.799	14.00 
1.685	14.00 
1.638	14.00 
1.678	14.00 
1.554	14.00 
1.536	14.00 
1.434	12.00 
1.538	14.00 
1.563	14.00 
1.459	12.00 
1.439	12.00 
1.613	14.00 
1.646	14.00 
1.656	14.00 
1.588	14.00 
1.365	12.00 
1.354	12.00 
1.188	12.00 
1.281	12.00 
1.126	12.00 
0.858	12.00 
1.779	14.00 
1.756	14.00 
1.653	14.00 
1.63	14.00 
1.832	14.00 
1.918	14.00 
1.946	14.00 
1.782	14.00 
1.869	14.00 
1.91	14.00 
2.52	16.00 
2.503	16.00 
2.486	14.00 
2.227	14.00 
2.198	14.00 
2.226	14.00 
2.23	14.00 
2.333	14.00 
2.487	14.00 
2.639	16.00 
2.813	16.00 
2.825	16.00 
3.108	16.00 
2.845	16.00 
2.656	16.00 
2.575	16.00 
2.19	14.00 
2.398	14.00 
2.561	16.00 
2.682	16.00 
2.634	16.00 
2.657	16.00 
2.868	16.00 
3.009	16.00 
3.022	16.00 
3.009	16.00 
3.049	16.00 
3.329	16.00 
3.289	16.00 
3.155	16.00 
3.252	16.00 
3.117	16.00 
3.145	16.00 
3.304	16.00 
3.243	16.00 
3.209	16.00 
3.284	16.00 
3.539	18.00 
3.685	18.00 
3.622	18.00 
3.603	18.00 
3.591	18.00 
3.686	18.00 
3.685	18.00 
3.705	18.00 
3.669	18.00 
4.019	18.00 
3.699	18.00 
3.646	18.00 
3.956	18.00 
3.832	18.00 
3.185	16.00 
3.035	16.00 
3.106	16.00 
3.682	18.00 
3.644	18.00 
4.006	18.00 
3.993	18.00 
3.469	16.00 
3.52	18.00 
3.647	18.00 
3.674	18.00 
3.313	16.00 
3.128	16.00 
3.09	16.00 
3.029	16.00 
3.735	18.00 
3.914	18.00 
3.888	18.00 
4.024	18.00 
3.988	18.00 
3.859	18.00 
3.983	18.00 
3.914	18.00 
3.985	18.00 
3.959	18.00 
3.594	18.00 
3.779	18.00 
3.443	16.00 
3.647	18.00 
3.722	18.00 
3.6	18.00 
3.333	16.00 
3.311	16.00 
3.177	16.00 
3.214	16.00 
3.543	18.00 
3.51	18.00 
3.509	18.00 
3.714	18.00 
3.565	18.00 
3.605	18.00 
3.683	18.00 
3.494	16.00 
3.522	18.00 
3.499	16.00 
3.597	18.00 
3.703	18.00 
3.609	18.00 
3.789	18.00 
3.83	18.00 
3.759	18.00 
3.858	18.00 
4.156	18.00 
3.883	18.00 
3.99	18.00 
3.88	18.00 
3.899	18.00 
3.92	18.00 
4.188	18.00 
4.398	18.00 
4.378	18.00 
4.653	20.00 
4.459	18.00 
4.675	20.00 
4.823	20.00 
4.85	20.00 
4.619	20.00 
4.458	18.00 
4.505	20.00 
4.65	20.00 
4.779	20.00 
4.586	20.00 
4.652	20.00 
4.83	20.00 
4.791	20.00 
5.084	20.00 
5.159	20.00 
5.333	20.00 
5.493	20.00 
5.352	20.00 
5.422	20.00 
5.078	20.00 
5.098	20.00 
5.066	20.00 
5.218	20.00 
5.455	20.00 
5.483	20.00 
5.839	22.00 
5.644	22.00 
5.472	20.00 
5.488	20.00 
5.487	20.00 
5.64	22.00 
5.786	22.00 
6.214	22.00 
6.326	22.00 
6.801	24.00 
6.792	24.00 
6.775	24.00 
6.525	24.00 
6.687	24.00 
6.689	24.00 
6.971	24.00 
7.093	24.00 
6.816	24.00 
6.992	24.00 
7.066	24.00 
6.979	24.00 
7.093	24.00 
7.025	24.00 
6.804	24.00 
6.784	24.00 
7.108	24.00 
7.255	24.00 
7.215	24.00 
6.852	24.00 
6.737	24.00 
6.434	22.00 
6.505	24.00 
6.652	24.00 
6.686	24.00 
6.528	24.00 
6.501	24.00 
6.235	22.00 
6.237	22.00 
6.176	22.00 
6.131	22.00 
5.868	22.00 
5.793	22.00 
5.674	22.00 
5.572	22.00 
5.809	22.00 
5.666	22.00 
5.509	22.00 
4.948	20.00 
4.715	20.00 
4.881	20.00 
4.895	20.00 
4.791	20.00 
4.584	20.00 
4.701	20.00 
4.258	18.00 
4.057	18.00 
4.398	18.00 
4.457	18.00 
4.373	18.00 
4.366	18.00 
4.463	18.00 
4.503	20.00 
4.22	18.00 
4.027	18.00 
4.345	18.00 
4.513	20.00 
4.233	18.00 
4.176	18.00 
4.019	18.00 
4.216	18.00 
4.398	18.00 
4.527	20.00 
4.448	18.00 
4.698	20.00 
4.091	18.00 
4.098	18.00 
4.064	18.00 
3.917	18.00 
4	18.00 
4.029	18.00 
4.106	18.00 
4.03	18.00 
3.897	18.00 
4.046	18.00 
4.262	18.00 
3.979	18.00 
4.022	18.00 
3.815	18.00 
4.097	18.00 
3.966	18.00 
3.981	18.00 
3.926	18.00 
3.919	18.00 
3.912	18.00 
3.705	18.00 
3.833	18.00 
3.765	18.00 
3.866	18.00 
3.818	18.00 
3.782	18.00 
3.266	16.00 
3.282	16.00 
3.586	18.00 
3.476	16.00 
3.361	16.00 
3.023	16.00 
3.054	16.00 
3.03	16.00 
3.01	16.00 
3.007	16.00 
3.029	16.00 
3.051	16.00 
3.088	16.00 
2.9	16.00 
2.77	16.00 
2.734	16.00 
2.826	16.00 
2.66	16.00 
2.969	16.00 
3.366	16.00 
3.333	16.00 
3.216	16.00 
3.326	16.00 
3.497	16.00 
3.556	18.00 
3.477	16.00 
3.285	16.00 
3.162	16.00 
3.331	16.00 
3.181	16.00 
3.225	16.00 
3.169	16.00 
3.355	16.00 
3.346	16.00 
3.345	16.00 
3.308	16.00 
3.279	16.00 
3.687	18.00 
3.876	18.00 
3.887	18.00 
4.054	18.00 
3.802	18.00 
3.58	18.00 
3.515	18.00 
3.53	18.00 
3.442	16.00 
3.306	16.00 
3.45	16.00 
3.266	16.00 
3.403	16.00 
3.507	18.00 
3.084	16.00 
3.095	16.00 
3.279	16.00 
3.177	16.00 
3.185	16.00 
3.132	16.00 
3.15	16.00 
3.154	16.00 
3.116	16.00 
3.108	16.00 
3.052	16.00 
2.997	16.00 
3.181	16.00 
3.081	16.00 
2.892	16.00 
2.985	16.00 
2.691	16.00 
2.853	16.00 
2.84	16.00 
2.914	16.00 
2.797	16.00 
2.995	16.00 
2.656	16.00 
2.032	14.00 
1.647	14.00 
3.209	16.00 
3.469	16.00 
3.818	18.00 
3.772	18.00 
3.37	16.00 
3.398	16.00 
2.603	16.00 
2.168	14.00 
2.183	14.00 
2.804	16.00 
2.832	16.00 
2.02	14.00 
2.612	16.00 
2.525	16.00 
2.503	16.00 
3.161	16.00 
3.193	16.00 
2.959	16.00 
3.675	18.00 
3.549	18.00 
3.617	18.00 
3.721	18.00 
3.808	18.00 
3.612	18.00 
3.329	16.00 
2.457	14.00 
3.469	16.00 
2.978	16.00 
2.12	14.00 
1.675	14.00 
1.495	12.00 
1.52	14.00 
2.289	14.00 
2.455	14.00 
3.103	16.00 
2.961	16.00 
2.616	16.00 
2.358	14.00 
2.609	16.00 
2.594	16.00 
2.778	16.00 
3.204	16.00 
3.204	16.00 
3.285	16.00 
3.853	18.00 
4.051	18.00 
4.166	18.00 
4.795	20.00 
5.061	20.00 
5.161	20.00 
5.251	20.00 
5.049	20.00 
4.457	18.00 
4.558	20.00 
4.44	18.00 
5.654	22.00 
6.003	22.00 
7.216	24.00 
6.953	24.00 
8.003	26.00 
6.939	24.00 
6.911	24.00 
6.632	24.00 
6.554	24.00 
6.45	22.00 
6.249	22.00 
5.561	22.00 
5.37	20.00 
5.458	20.00 
6.248	22.00 
5.953	22.00 
5.947	22.00 
5.249	20.00 
5.515	22.00 
5.479	20.00 
6.269	22.00 
7.297	24.00 
7.068	24.00 
7.042	24.00 
6.796	24.00 
7.178	24.00 
6.505	24.00 
6.684	24.00 
6.372	22.00 
6.458	22.00 
6.559	24.00 
6.669	24.00 
6.362	22.00 
6.531	24.00 
7.122	24.00 
7.35	24.00 
7.396	24.00 
7.063	24.00 
7.593	26.00 
7.138	24.00 
6.633	24.00 
6.627	24.00 
6.05	22.00 
5.236	20.00 
5.556	22.00 
5.472	20.00 
5.894	22.00 
5.492	20.00 
5.674	22.00 
5.715	22.00 
5.814	22.00 
6.715	24.00 
4.89	20.00 
5.015	20.00 
5.395	20.00 
5.162	20.00 
5.175	20.00 
6.087	22.00 
6.187	22.00 
6.479	22.00 
6.212	22.00 
5.791	22.00 
5.925	22.00 
5.535	22.00 
5.369	20.00 
6.058	22.00 
5.615	22.00 
5.784	22.00 
6.061	22.00 
5.525	22.00 
4.834	20.00 
4.825	20.00 
5.185	20.00 
5.499	20.00 
5.304	20.00 
5.186	20.00 
5.471	20.00 
5.45	20.00 
5.237	20.00 
5.266	20.00 
4.973	20.00 
4.855	20.00 
4.33	18.00 
4.597	20.00 
4.512	20.00 
4.201	18.00 
4.977	20.00 
5.671	22.00 
4.981	20.00 
4.9	20.00 
4.928	20.00 
5.172	20.00 
5.199	20.00 
5.219	20.00 
5.282	20.00 
5.089	20.00 
5.897	22.00 
6.032	22.00 
5.919	22.00 
5.956	22.00 
5.917	22.00 
5.87	22.00 
6.344	22.00 
5.803	22.00 
5.742	22.00 
5.567	22.00 
5.48	20.00 
4.696	20.00 
4.411	18.00 
4.815	20.00 
4.829	20.00 
4.85	20.00 
4.655	20.00 
4.029	18.00 
3.917	18.00 
4.013	18.00 
3.874	18.00 
4.253	18.00 
4.084	18.00 
3.833	18.00 
2.899	16.00 
3.353	16.00 
2.056	14.00 
2.095	14.00 
2.237	14.00 
1.818	14.00 
1.715	14.00 
1.705	14.00 
1.557	14.00 
1.514	14.00 
0.854	12.00 
1.45	12.00 
1.613	14.00 
1.985	14.00 
2.014	14.00 
2.549	16.00 
2.771	16.00 
2.906	16.00 
3.139	16.00 
3.36	16.00 
3.245	16.00 
3.977	18.00 
4.071	18.00 
3.78	18.00 
3.747	18.00 
3.595	18.00 
3.392	16.00 
3.253	16.00 
3.122	16.00 
3.11	16.00 
2.672	16.00 
2.819	16.00 
2.567	16.00 
3.201	16.00 
3.64	18.00 
2.137	14.00 
2.047	14.00 
1.733	14.00 
2.051	14.00 
1.89	14.00 
2.242	14.00 
2.296	14.00 
2.247	14.00 
2.112	14.00 
1.66	14.00 
1.854	14.00 
2.111	14.00 
2.072	14.00 
2.146	14.00 
2.061	14.00 
2.171	14.00 
2.162	14.00 
2.345	14.00 
1.949	14.00 
1.953	14.00 
2.238	14.00 
2.156	14.00 
1.6	14.00 
1.12	12.00 
1.353	12.00 
1.081	12.00 
1.259	12.00 
1.201	12.00 
1.242	12.00 
2.066	14.00 
2.226	14.00 
2.381	14.00 
2.233	14.00 
2.315	14.00 
1.663	14.00 
1.457	12.00 
1.095	12.00 
1.216	12.00 
1.396	12.00 
1.306	12.00 
1.029	12.00 
1.424	12.00 
1.461	12.00 
1.564	14.00 
1.856	14.00 
1.774	14.00 
1.721	14.00 
1.906	14.00 
2.424	14.00 
2.558	16.00 
2.657	16.00 
2.631	16.00 
2.949	16.00 
2.971	16.00 
3.166	16.00 
3.311	16.00 
3.343	16.00 
3.338	16.00 
3.448	16.00 
2.957	16.00 
2.735	16.00 
2.355	14.00 
2.684	16.00 
2.758	16.00 
2.85	16.00 
2.983	16.00 
3.069	16.00 
2.675	16.00 
2.515	16.00 
2.097	14.00 
2.175	14.00 
1.925	14.00 
1.439	12.00 
1.544	14.00 
1.579	14.00 
1.535	14.00 
1.024	12.00 
0.976	12.00 
1.221	12.00 
1.432	12.00 
1.424	12.00 
0.525	12.00 
0.638	12.00 
0.991	12.00 
1.282	12.00 
1.005	12.00 
0.976	12.00 
0.84	12.00 
0.83	12.00 
0.52	12.00 
1.066	12.00 
1.042	12.00 
1.229	12.00 
0.965	12.00 
1.001	12.00 
0.677	12.00 
0.601	12.00 
0.545	12.00 
0.985	12.00 
