,startday,收取费用(元)
1248,2/5/2018,12
1249,8/5/2018,12
1250,10/5/2018,12
1251,2/5/2018,12
1252,17/5/2018,12
1253,23/5/2018,12
1254,23/5/2018,12
1255,12/5/2018,12
1256,19/5/2018,12
1257,28/5/2018,12
1258,2/5/2018,12
1259,15/5/2018,12
1260,30/5/2018,12
1261,30/5/2018,12
1262,31/5/2018,12
1263,23/5/2018,12
1264,27/5/2018,12
1265,13/5/2018,12
1266,31/5/2018,12
1267,18/5/2018,12
1268,7/5/2018,12
1269,13/5/2018,12
1270,30/5/2018,12
1271,8/5/2018,12
1272,30/5/2018,12
1273,24/5/2018,12
1274,31/5/2018,12
1275,22/5/2018,12
1276,6/5/2018,12
1277,27/5/2018,12
1278,11/5/2018,12
1279,27/5/2018,12
1280,7/5/2018,12
1281,8/5/2018,12
1282,14/5/2018,12
1283,8/5/2018,12
1284,25/5/2018,12
1285,28/5/2018,12
1286,15/5/2018,14
1287,23/5/2018,14
1288,29/5/2018,14
1289,10/5/2018,14
1290,23/5/2018,14
1291,7/5/2018,14
1292,15/5/2018,14
1293,31/5/2018,14
1294,8/5/2018,14
1295,30/5/2018,14
1296,30/5/2018,14
1297,7/5/2018,14
1298,2/5/2018,14
1299,24/5/2018,14
1300,31/5/2018,14
1301,8/5/2018,14
1302,8/5/2018,14
1303,22/5/2018,14
1304,11/5/2018,14
1305,27/5/2018,14
1306,22/5/2018,14
1307,3/5/2018,14
1308,24/5/2018,14
1309,2/5/2018,14
1310,2/5/2018,14
1311,30/5/2018,14
1312,11/5/2018,14
1313,12/5/2018,14
1314,2/5/2018,14
1315,14/5/2018,14
1316,24/5/2018,14
1317,18/5/2018,14
1318,31/5/2018,14
1319,18/5/2018,14
1320,10/5/2018,14
1321,22/5/2018,14
1322,22/5/2018,14
1323,15/5/2018,14
1324,30/5/2018,14
1325,12/5/2018,14
1326,10/5/2018,14
1327,31/5/2018,14
1328,23/5/2018,14
1329,10/5/2018,14
1330,28/5/2018,14
1331,8/5/2018,14
1332,2/5/2018,14
1333,20/5/2018,14
1334,12/5/2018,14
1335,18/5/2018,14
1336,12/5/2018,14
1337,22/5/2018,14
1338,23/5/2018,14
1339,30/5/2018,14
1340,19/5/2018,14
1341,31/5/2018,14
1342,8/5/2018,14
1343,10/5/2018,14
1344,12/5/2018,14
1345,10/5/2018,14
1346,19/5/2018,14
1347,22/5/2018,14
1348,10/5/2018,14
1349,10/5/2018,14
1350,23/5/2018,14
1351,2/5/2018,14
1352,11/5/2018,14
1353,30/5/2018,14
1354,13/5/2018,14
1355,22/5/2018,14
1356,31/5/2018,14
1357,3/5/2018,14
1358,10/5/2018,14
1359,14/5/2018,14
1360,30/5/2018,14
1361,12/5/2018,14
1362,23/5/2018,14
1363,27/5/2018,14
1364,27/5/2018,14
1365,30/5/2018,14
1366,13/5/2018,14
1367,13/5/2018,14
1368,25/5/2018,14
1369,31/5/2018,14
1370,10/5/2018,14
1371,10/5/2018,14
1372,23/5/2018,14
1373,4/5/2018,14
1374,8/5/2018,14
1375,25/5/2018,14
1376,29/5/2018,14
1377,7/5/2018,14
1378,12/5/2018,14
1379,22/5/2018,14
1380,17/5/2018,14
1381,13/5/2018,14
1382,29/5/2018,14
1383,15/5/2018,14
1384,19/5/2018,14
1385,30/5/2018,14
1386,31/5/2018,14
1387,22/5/2018,14
1388,22/5/2018,14
1389,28/5/2018,14
1390,10/5/2018,14
1391,20/5/2018,14
1392,19/5/2018,14
1393,27/5/2018,14
1394,6/5/2018,14
1395,10/5/2018,14
1396,30/5/2018,14
1397,25/5/2018,14
1398,10/5/2018,14
1399,28/5/2018,14
1400,8/5/2018,14
1401,10/5/2018,14
1402,22/5/2018,14
1403,22/5/2018,14
1404,30/5/2018,14
1405,6/5/2018,14
1406,23/5/2018,14
1407,24/5/2018,14
1408,4/5/2018,14
1409,12/5/2018,14
1410,17/5/2018,14
1411,30/5/2018,14
1412,8/5/2018,14
1413,31/5/2018,14
1414,19/5/2018,14
1415,22/5/2018,14
1416,22/5/2018,14
1417,30/5/2018,14
1418,31/5/2018,14
1419,12/5/2018,14
1420,8/5/2018,14
1421,25/5/2018,14
1422,10/5/2018,14
1423,11/5/2018,14
1424,28/5/2018,14
1425,31/5/2018,14
1426,13/5/2018,14
1427,24/5/2018,14
1428,22/5/2018,14
1429,13/5/2018,14
1430,20/5/2018,14
1431,21/5/2018,14
1432,10/5/2018,14
1433,23/5/2018,14
1434,24/5/2018,14
1435,19/5/2018,14
1436,21/5/2018,14
1437,24/5/2018,14
1438,17/5/2018,14
1439,10/5/2018,14
1440,18/5/2018,14
1441,13/5/2018,14
1442,28/5/2018,14
1443,10/5/2018,14
1444,18/5/2018,14
1445,15/5/2018,14
1446,23/5/2018,14
1447,31/5/2018,14
1448,8/5/2018,14
1449,10/5/2018,14
1450,10/5/2018,14
1451,10/5/2018,14
1452,12/5/2018,14
1453,24/5/2018,14
1454,29/5/2018,14
1455,13/5/2018,14
1456,10/5/2018,14
1457,10/5/2018,14
1458,13/5/2018,14
1459,24/5/2018,14
1460,10/5/2018,14
1461,13/5/2018,14
1462,11/5/2018,14
1463,24/5/2018,14
1464,6/5/2018,14
1465,13/5/2018,14
1466,12/5/2018,14
1467,31/5/2018,14
1468,15/5/2018,14
1469,10/5/2018,14
1470,31/5/2018,14
1471,17/5/2018,14
1472,10/5/2018,14
1473,6/5/2018,14
1474,15/5/2018,14
1475,19/5/2018,14
1476,10/5/2018,14
1477,13/5/2018,14
1478,24/5/2018,14
1479,12/5/2018,14
1480,31/5/2018,14
1481,16/5/2018,14
1482,17/5/2018,14
1483,10/5/2018,14
1484,13/5/2018,14
1485,27/5/2018,14
1486,12/5/2018,14
1487,13/5/2018,14
1488,15/5/2018,14
1489,16/5/2018,14
1490,13/5/2018,14
1491,16/5/2018,14
1492,18/5/2018,14
1493,22/5/2018,14
1494,30/5/2018,14
1495,30/5/2018,14
1496,18/5/2018,14
1497,31/5/2018,14
1498,18/5/2018,14
1499,21/5/2018,14
1500,30/5/2018,14
1501,21/5/2018,14
1502,26/5/2018,14
1503,4/5/2018,14
1504,6/5/2018,14
1505,15/5/2018,14
1506,21/5/2018,14
1507,2/5/2018,14
1508,8/5/2018,14
1509,15/5/2018,14
1510,30/5/2018,14
1511,6/5/2018,14
1512,11/5/2018,14
1513,23/5/2018,14
1514,3/5/2018,14
1515,12/5/2018,14
1516,24/5/2018,14
1517,25/5/2018,14
1518,30/5/2018,14
1519,8/5/2018,14
1520,10/5/2018,14
1521,21/5/2018,14
1522,12/5/2018,14
1523,10/5/2018,14
1524,22/5/2018,14
1525,30/5/2018,14
1526,30/5/2018,14
1527,6/5/2018,14
1528,18/5/2018,14
1529,31/5/2018,14
1530,2/5/2018,14
1531,31/5/2018,14
1532,6/5/2018,14
1533,10/5/2018,14
1534,13/5/2018,14
1535,20/5/2018,14
1536,13/5/2018,14
1537,23/5/2018,14
1538,13/5/2018,14
1539,23/5/2018,14
1540,28/5/2018,14
1541,17/5/2018,14
1542,30/5/2018,14
1543,23/5/2018,14
1544,25/5/2018,14
1545,31/5/2018,14
1546,10/5/2018,14
1547,23/5/2018,14
1548,23/5/2018,14
1549,4/5/2018,14
1550,7/5/2018,14
1551,6/5/2018,14
1552,22/5/2018,14
1553,12/5/2018,14
1554,8/5/2018,14
1555,22/5/2018,14
1556,15/5/2018,14
1557,30/5/2018,14
1558,8/5/2018,14
1559,7/5/2018,14
1560,11/5/2018,14
1561,8/5/2018,14
1562,15/5/2018,14
1563,10/5/2018,14
1564,21/5/2018,14
1565,31/5/2018,14
1566,4/5/2018,14
1567,28/5/2018,14
1568,30/5/2018,14
1569,15/5/2018,14
1570,2/5/2018,14
1571,10/5/2018,14
1572,10/5/2018,14
1573,31/5/2018,14
1574,31/5/2018,14
1575,6/5/2018,14
1576,10/5/2018,14
1577,11/5/2018,14
1578,2/5/2018,14
1579,13/5/2018,14
1580,18/5/2018,14
1581,6/5/2018,14
1582,12/5/2018,14
1583,19/5/2018,14
1584,3/5/2018,14
1585,12/5/2018,14
1586,21/5/2018,14
1587,10/5/2018,14
1588,15/5/2018,14
1589,6/5/2018,14
1590,18/5/2018,14
1591,22/5/2018,14
1592,30/5/2018,14
1593,15/5/2018,14
1594,6/5/2018,14
1595,10/5/2018,14
1596,22/5/2018,14
1597,8/5/2018,14
1598,12/5/2018,14
1599,28/5/2018,14
1600,19/5/2018,14
1601,28/5/2018,14
1602,18/5/2018,14
1603,23/5/2018,14
1604,24/5/2018,14
1605,8/5/2018,14
1606,31/5/2018,14
1607,7/5/2018,14
1608,19/5/2018,14
1609,20/5/2018,14
1610,7/5/2018,14
1611,13/5/2018,14
1612,2/5/2018,14
1613,12/5/2018,14
1614,30/5/2018,14
1615,7/5/2018,14
1616,10/5/2018,14
1617,31/5/2018,14
1618,31/5/2018,14
1619,30/5/2018,14
1620,10/5/2018,14
1621,13/5/2018,14
1622,24/5/2018,14
1623,31/5/2018,14
1624,6/5/2018,14
1625,18/5/2018,14
1626,30/5/2018,14
1627,7/5/2018,14
1628,10/5/2018,14
1629,8/5/2018,14
1630,15/5/2018,14
1631,31/5/2018,14
1632,31/5/2018,14
1633,6/5/2018,14
1634,24/5/2018,14
1635,8/5/2018,14
1636,6/5/2018,14
1637,31/5/2018,14
1638,31/5/2018,14
1639,31/5/2018,14
1640,10/5/2018,14
1641,14/5/2018,14
1642,23/5/2018,14
1643,30/5/2018,14
1644,17/5/2018,14
1645,19/5/2018,14
1646,31/5/2018,14
1647,30/5/2018,14
1648,3/5/2018,14
1649,13/5/2018,14
1650,12/5/2018,14
1651,30/5/2018,14
1652,30/5/2018,14
1653,17/5/2018,14
1654,23/5/2018,14
1655,10/5/2018,14
1656,19/5/2018,14
1657,21/5/2018,14
1658,10/5/2018,14
1659,10/5/2018,14
1660,6/5/2018,14
1661,20/5/2018,14
1662,7/5/2018,14
1663,10/5/2018,14
1664,13/5/2018,14
1665,14/5/2018,14
1666,12/5/2018,14
1667,24/5/2018,14
1668,30/5/2018,14
1669,7/5/2018,14
1670,6/5/2018,14
1671,8/5/2018,14
1672,10/5/2018,14
1673,6/5/2018,14
1674,10/5/2018,14
1675,31/5/2018,14
1676,23/5/2018,14
1677,22/5/2018,14
1678,23/5/2018,14
1679,24/5/2018,14
1680,25/5/2018,14
1681,6/5/2018,14
1682,10/5/2018,14
1683,30/5/2018,14
1684,30/5/2018,14
1685,13/5/2018,14
1686,20/5/2018,14
1687,13/5/2018,14
1688,16/5/2018,14
1689,31/5/2018,14
1690,16/5/2018,14
1691,30/5/2018,14
1692,24/5/2018,14
1693,28/5/2018,14
1694,29/5/2018,14
1695,31/5/2018,14
1696,19/5/2018,14
1697,6/5/2018,14
1698,8/5/2018,14
1699,10/5/2018,14
1700,21/5/2018,14
1701,31/5/2018,14
1702,10/5/2018,14
1703,13/5/2018,14
1704,7/5/2018,14
1705,10/5/2018,14
1706,13/5/2018,14
1707,20/5/2018,14
1708,26/5/2018,14
1709,30/5/2018,14
1710,10/5/2018,14
1711,20/5/2018,14
1712,30/5/2018,14
1713,31/5/2018,14
1714,11/5/2018,14
1715,6/5/2018,14
1716,10/5/2018,14
1717,19/5/2018,14
1718,13/5/2018,14
1719,17/5/2018,14
1720,23/5/2018,14
1721,4/5/2018,14
1722,10/5/2018,14
1723,13/5/2018,14
1724,17/5/2018,14
1725,28/5/2018,14
1726,21/5/2018,14
1727,14/5/2018,14
1728,30/5/2018,14
1729,22/5/2018,14
1730,19/5/2018,14
1731,13/5/2018,14
1732,19/5/2018,14
1733,10/5/2018,14
1734,30/5/2018,14
1735,10/5/2018,14
1736,30/5/2018,14
1737,19/5/2018,14
1738,28/5/2018,14
1739,26/5/2018,14
1740,19/5/2018,14
1741,21/5/2018,14
1742,24/5/2018,14
1743,17/5/2018,14
1744,21/5/2018,14
1745,3/5/2018,14
1746,23/5/2018,14
1747,30/5/2018,14
1748,31/5/2018,14
1749,17/5/2018,14
1750,23/5/2018,14
1751,31/5/2018,14
1752,22/5/2018,14
1753,31/5/2018,14
1754,14/5/2018,14
1755,30/5/2018,14
1756,30/5/2018,14
1757,31/5/2018,14
1758,4/5/2018,14
1759,6/5/2018,14
1760,23/5/2018,14
1761,6/5/2018,14
1762,23/5/2018,14
1763,2/5/2018,14
1764,17/5/2018,14
1765,30/5/2018,14
1766,24/5/2018,14
1767,12/5/2018,14
1768,13/5/2018,14
1769,17/5/2018,14
1770,21/5/2018,14
1771,12/5/2018,14
1772,23/5/2018,14
1773,26/5/2018,14
1774,30/5/2018,14
1775,10/5/2018,14
1776,21/5/2018,14
1777,13/5/2018,14
1778,21/5/2018,14
1779,31/5/2018,14
1780,31/5/2018,14
1781,7/5/2018,14
1782,23/5/2018,14
1783,30/5/2018,14
1784,19/5/2018,14
1785,25/5/2018,14
1786,10/5/2018,14
1787,19/5/2018,14
1788,22/5/2018,14
1789,6/5/2018,14
1790,16/5/2018,14
1791,22/5/2018,14
1792,31/5/2018,14
1793,30/5/2018,14
1794,6/5/2018,14
1795,31/5/2018,14
1796,13/5/2018,14
1797,21/5/2018,14
1798,22/5/2018,14
1799,25/5/2018,14
1800,30/5/2018,14
1801,10/5/2018,14
1802,19/5/2018,14
1803,24/5/2018,14
1804,30/5/2018,14
1805,30/5/2018,14
1806,31/5/2018,14
1807,6/5/2018,14
1808,31/5/2018,14
1809,7/5/2018,14
1810,13/5/2018,14
1811,19/5/2018,14
1812,6/5/2018,14
1813,30/5/2018,14
1814,8/5/2018,14
1815,23/5/2018,14
1816,2/5/2018,14
1817,13/5/2018,14
1818,7/5/2018,14
1819,26/5/2018,14
1820,10/5/2018,14
1821,12/5/2018,14
1822,31/5/2018,14
1823,6/5/2018,14
1824,21/5/2018,14
1825,8/5/2018,14
1826,19/5/2018,14
1827,10/5/2018,14
1828,13/5/2018,14
1829,6/5/2018,14
1830,30/5/2018,14
1831,13/5/2018,14
1832,6/5/2018,14
1833,21/5/2018,14
1834,19/5/2018,14
1835,29/5/2018,14
1836,10/5/2018,14
1837,13/5/2018,14
1838,12/5/2018,14
1839,10/5/2018,14
1840,6/5/2018,14
1841,10/5/2018,14
1842,10/5/2018,14
1843,13/5/2018,14
1844,6/5/2018,14
1845,10/5/2018,14
1846,13/5/2018,14
1847,22/5/2018,14
1848,15/5/2018,14
1849,10/5/2018,14
1850,10/5/2018,14
1851,13/5/2018,14
1852,21/5/2018,14
1853,30/5/2018,14
1854,10/5/2018,14
1855,23/5/2018,14
1856,6/5/2018,14
1857,2/5/2018,14
1858,6/5/2018,14
1859,8/5/2018,14
1860,14/5/2018,14
1861,8/5/2018,14
1862,15/5/2018,14
1863,17/5/2018,14
1864,10/5/2018,14
1865,12/5/2018,14
1866,22/5/2018,14
1867,2/5/2018,14
1868,2/5/2018,14
1869,16/5/2018,14
1870,19/5/2018,14
1871,7/5/2018,14
1872,19/5/2018,14
1873,22/5/2018,14
1874,6/5/2018,14
1875,13/5/2018,14
1876,17/5/2018,14
1877,18/5/2018,14
1878,24/5/2018,14
1879,25/5/2018,14
1880,30/5/2018,14
1881,21/5/2018,14
1882,24/5/2018,14
1883,12/5/2018,14
1884,10/5/2018,14
1885,22/5/2018,14
1886,7/5/2018,14
1887,19/5/2018,14
1888,31/5/2018,14
1889,10/5/2018,14
1890,19/5/2018,14
1891,24/5/2018,14
1892,8/5/2018,14
1893,30/5/2018,14
1894,14/5/2018,14
1895,14/5/2018,14
1896,18/5/2018,14
1897,29/5/2018,14
1898,10/5/2018,14
1899,29/5/2018,14
1900,9/5/2018,14
1901,13/5/2018,14
1902,14/5/2018,14
1903,12/5/2018,14
1904,14/5/2018,14
1905,19/5/2018,14
1906,30/5/2018,14
1907,3/5/2018,14
1908,4/5/2018,14
1909,12/5/2018,14
1910,28/5/2018,14
1911,31/5/2018,14
1912,8/5/2018,14
1913,29/5/2018,14
1914,4/5/2018,14
1915,7/5/2018,14
1916,14/5/2018,14
1917,19/5/2018,14
1918,21/5/2018,14
1919,7/5/2018,14
1920,10/5/2018,14
1921,13/5/2018,14
1922,21/5/2018,14
1923,13/5/2018,14
1924,4/5/2018,14
1925,10/5/2018,14
1926,24/5/2018,14
1927,22/5/2018,14
1928,6/5/2018,14
1929,13/5/2018,14
1930,13/5/2018,14
1931,31/5/2018,14
1932,8/5/2018,14
1933,13/5/2018,14
1934,25/5/2018,14
1935,24/5/2018,14
1936,28/5/2018,14
1937,10/5/2018,14
1938,31/5/2018,14
1939,10/5/2018,14
1940,21/5/2018,14
1941,19/5/2018,14
1942,24/5/2018,14
1943,21/5/2018,14
1944,8/5/2018,14
1945,4/5/2018,14
1946,7/5/2018,14
1947,7/5/2018,14
1948,3/5/2018,14
1949,10/5/2018,14
1950,18/5/2018,14
1951,11/5/2018,14
1952,10/5/2018,14
1953,30/5/2018,14
1954,10/5/2018,14
1955,10/5/2018,14
1956,17/5/2018,14
1957,17/5/2018,14
1958,19/5/2018,14
1959,21/5/2018,14
1960,30/5/2018,14
1961,7/5/2018,14
1962,10/5/2018,14
1963,19/5/2018,14
1964,22/5/2018,14
1965,23/5/2018,14
1966,23/5/2018,14
1967,26/5/2018,14
1968,13/5/2018,14
1969,8/5/2018,14
1970,29/5/2018,14
1971,30/5/2018,14
1972,2/5/2018,14
1973,19/5/2018,14
1974,10/5/2018,14
1975,10/5/2018,14
1976,10/5/2018,14
1977,21/5/2018,14
1978,13/5/2018,14
1979,6/5/2018,14
1980,19/5/2018,14
1981,15/5/2018,14
1982,13/5/2018,14
1983,8/5/2018,14
1984,30/5/2018,14
1985,6/5/2018,14
1986,30/5/2018,14
1987,21/5/2018,14
1988,2/5/2018,14
1989,8/5/2018,14
1990,8/5/2018,14
1991,21/5/2018,14
1992,22/5/2018,14
1993,29/5/2018,14
1994,3/5/2018,14
1995,10/5/2018,14
1996,24/5/2018,14
1997,28/5/2018,14
1998,30/5/2018,14
1999,30/5/2018,14
2000,11/5/2018,14
2001,16/5/2018,14
2002,10/5/2018,14
2003,10/5/2018,14
2004,13/5/2018,14
2005,14/5/2018,14
2006,21/5/2018,14
2007,26/5/2018,14
2008,10/5/2018,14
2009,17/5/2018,14
2010,29/5/2018,14
2011,6/5/2018,14
2012,13/5/2018,14
2013,8/5/2018,14
2014,10/5/2018,14
2015,29/5/2018,14
2016,11/5/2018,14
2017,16/5/2018,14
2018,17/5/2018,14
2019,22/5/2018,14
2020,23/5/2018,14
2021,24/5/2018,14
2022,13/5/2018,14
2023,12/5/2018,14
2024,16/5/2018,14
2025,20/5/2018,14
2026,10/5/2018,14
2027,17/5/2018,14
2028,26/5/2018,14
2029,31/5/2018,14
2030,7/5/2018,14
2031,14/5/2018,14
2032,29/5/2018,14
2033,3/5/2018,14
2034,11/5/2018,14
2035,19/5/2018,14
2036,31/5/2018,14
2037,6/5/2018,14
2038,16/5/2018,14
2039,10/5/2018,14
2040,19/5/2018,14
2041,15/5/2018,14
2042,31/5/2018,14
2043,6/5/2018,14
2044,17/5/2018,14
2045,29/5/2018,14
2046,21/5/2018,14
2047,25/5/2018,14
2048,13/5/2018,14
2049,23/5/2018,14
2050,6/5/2018,14
2051,30/5/2018,14
2052,15/5/2018,14
2053,23/5/2018,14
2054,8/5/2018,14
2055,21/5/2018,14
2056,10/5/2018,14
2057,12/5/2018,14
2058,18/5/2018,14
2059,31/5/2018,14
2060,23/5/2018,14
2061,30/5/2018,14
2062,7/5/2018,14
2063,8/5/2018,14
2064,12/5/2018,14
2065,25/5/2018,14
2066,30/5/2018,14
2067,13/5/2018,14
2068,13/5/2018,14
2069,29/5/2018,14
2070,8/5/2018,14
2071,23/5/2018,14
2072,6/5/2018,14
2073,13/5/2018,14
2074,24/5/2018,14
2075,28/5/2018,14
2076,31/5/2018,14
2077,11/5/2018,14
2078,22/5/2018,14
2079,17/5/2018,14
2080,21/5/2018,14
2081,24/5/2018,14
2082,25/5/2018,14
2083,31/5/2018,14
2084,10/5/2018,14
2085,31/5/2018,14
2086,4/5/2018,14
2087,28/5/2018,14
2088,12/5/2018,14
2089,20/5/2018,14
2090,25/5/2018,14
2091,25/5/2018,14
2092,13/5/2018,14
2093,25/5/2018,14
2094,30/5/2018,14
2095,6/5/2018,14
2096,7/5/2018,14
2097,12/5/2018,14
2098,14/5/2018,14
2099,29/5/2018,14
2100,10/5/2018,14
2101,13/5/2018,14
2102,18/5/2018,14
2103,13/5/2018,14
2104,12/5/2018,14
2105,30/5/2018,14
2106,30/5/2018,14
2107,30/5/2018,14
2108,31/5/2018,14
2109,3/5/2018,14
2110,10/5/2018,14
2111,10/5/2018,14
2112,14/5/2018,14
2113,26/5/2018,14
2114,30/5/2018,14
2115,3/5/2018,14
2116,7/5/2018,14
2117,16/5/2018,14
2118,21/5/2018,14
2119,3/5/2018,14
2120,8/5/2018,14
2121,4/5/2018,14
2122,28/5/2018,14
2123,2/5/2018,14
2124,23/5/2018,14
2125,30/5/2018,14
2126,8/5/2018,14
2127,10/5/2018,14
2128,25/5/2018,14
2129,16/5/2018,14
2130,21/5/2018,14
2131,25/5/2018,14
2132,2/5/2018,14
2133,4/5/2018,14
2134,13/5/2018,14
2135,16/5/2018,14
2136,28/5/2018,14
2137,19/5/2018,14
2138,21/5/2018,14
2139,24/5/2018,14
2140,30/5/2018,14
2141,10/5/2018,14
2142,10/5/2018,14
2143,11/5/2018,14
2144,22/5/2018,14
2145,24/5/2018,14
2146,6/5/2018,14
2147,8/5/2018,14
2148,23/5/2018,14
2149,12/5/2018,14
2150,17/5/2018,14
2151,26/5/2018,14
2152,30/5/2018,14
2153,19/5/2018,14
2154,22/5/2018,14
2155,6/5/2018,14
2156,13/5/2018,14
2157,27/5/2018,14
2158,4/5/2018,14
2159,25/5/2018,14
2160,30/5/2018,14
2161,12/5/2018,14
2162,16/5/2018,14
2163,29/5/2018,14
2164,12/5/2018,14
2165,25/5/2018,14
2166,4/5/2018,14
2167,30/5/2018,14
2168,17/5/2018,14
2169,31/5/2018,14
2170,22/5/2018,14
2171,13/5/2018,14
2172,16/5/2018,14
2173,27/5/2018,14
2174,7/5/2018,14
2175,7/5/2018,14
2176,3/5/2018,14
2177,6/5/2018,14
2178,12/5/2018,14
2179,12/5/2018,14
2180,12/5/2018,14
2181,13/5/2018,14
2182,22/5/2018,14
2183,7/5/2018,14
2184,24/5/2018,14
2185,31/5/2018,14
2186,6/5/2018,14
2187,10/5/2018,14
2188,28/5/2018,14
2189,11/5/2018,14
2190,31/5/2018,14
2191,30/5/2018,14
2192,8/5/2018,14
2193,29/5/2018,14
2194,30/5/2018,14
2195,31/5/2018,14
2196,31/5/2018,14
2197,22/5/2018,14
2198,8/5/2018,14
2199,10/5/2018,14
2200,10/5/2018,14
2201,12/5/2018,14
2202,22/5/2018,14
2203,23/5/2018,14
2204,12/5/2018,14
2205,4/5/2018,14
2206,29/5/2018,14
2207,23/5/2018,14
2208,7/5/2018,14
2209,13/5/2018,14
2210,13/5/2018,14
2211,6/5/2018,14
2212,13/5/2018,14
2213,17/5/2018,14
2214,12/5/2018,14
2215,23/5/2018,14
2216,31/5/2018,14
2217,17/5/2018,14
2218,30/5/2018,14
2219,22/5/2018,14
2220,3/5/2018,14
2221,19/5/2018,14
2222,31/5/2018,14
2223,12/5/2018,14
2224,13/5/2018,14
2225,14/5/2018,14
2226,17/5/2018,14
2227,20/5/2018,14
2228,20/5/2018,14
2229,17/5/2018,14
2230,24/5/2018,14
2231,30/5/2018,14
2232,30/5/2018,14
2233,8/5/2018,14
2234,28/5/2018,14
2235,19/5/2018,14
2236,13/5/2018,14
2237,19/5/2018,14
2238,20/5/2018,14
2239,25/5/2018,14
2240,3/5/2018,14
2241,21/5/2018,14
2242,6/5/2018,14
2243,14/5/2018,14
2244,17/5/2018,14
2245,14/5/2018,14
2246,30/5/2018,14
2247,2/5/2018,14
2248,6/5/2018,14
2249,12/5/2018,14
2250,17/5/2018,14
2251,30/5/2018,14
2252,12/5/2018,14
2253,8/5/2018,14
2254,13/5/2018,14
2255,21/5/2018,14
2256,10/5/2018,14
2257,17/5/2018,14
2258,12/5/2018,14
2259,12/5/2018,14
2260,22/5/2018,14
2261,13/5/2018,14
2262,21/5/2018,14
2263,28/5/2018,14
2264,29/5/2018,14
2265,31/5/2018,14
2266,10/5/2018,14
2267,31/5/2018,14
2268,23/5/2018,14
2269,13/5/2018,14
2270,11/5/2018,14
2271,28/5/2018,14
2272,29/5/2018,14
2273,8/5/2018,14
2274,9/5/2018,14
2275,12/5/2018,14
2276,23/5/2018,14
2277,10/5/2018,14
2278,14/5/2018,14
2279,16/5/2018,14
2280,12/5/2018,14
2281,13/5/2018,14
2282,19/5/2018,14
2283,13/5/2018,14
2284,21/5/2018,14
2285,21/5/2018,14
2286,10/5/2018,14
2287,10/5/2018,14
2288,2/5/2018,14
2289,23/5/2018,14
2290,17/5/2018,14
2291,29/5/2018,14
2292,11/5/2018,14
2293,13/5/2018,14
2294,24/5/2018,14
2295,15/5/2018,14
2296,18/5/2018,14
2297,21/5/2018,14
2298,21/5/2018,14
2299,7/5/2018,14
2300,30/5/2018,14
2301,9/5/2018,14
2302,10/5/2018,14
2303,6/5/2018,14
2304,17/5/2018,14
2305,21/5/2018,14
2306,24/5/2018,14
2307,26/5/2018,14
2308,10/5/2018,14
2309,27/5/2018,14
2310,16/5/2018,14
2311,10/5/2018,14
2312,15/5/2018,14
2313,21/5/2018,14
2314,30/5/2018,14
2315,6/5/2018,14
2316,10/5/2018,14
2317,21/5/2018,14
2318,13/5/2018,14
2319,21/5/2018,14
2320,15/5/2018,14
2321,21/5/2018,14
2322,21/5/2018,14
2323,7/5/2018,14
2324,23/5/2018,14
2325,25/5/2018,14
2326,28/5/2018,14
2327,21/5/2018,14
2328,25/5/2018,14
2329,30/5/2018,14
2330,12/5/2018,14
2331,22/5/2018,14
2332,28/5/2018,14
2333,31/5/2018,14
2334,12/5/2018,14
2335,17/5/2018,14
2336,23/5/2018,14
2337,24/5/2018,14
2338,29/5/2018,14
2339,3/5/2018,14
2340,2/5/2018,14
2341,10/5/2018,14
2342,2/5/2018,14
2343,7/5/2018,14
2344,13/5/2018,14
2345,10/5/2018,14
2346,10/5/2018,14
2347,12/5/2018,14
2348,13/5/2018,14
2349,10/5/2018,14
2350,3/5/2018,14
2351,19/5/2018,14
2352,25/5/2018,14
2353,10/5/2018,14
2354,16/5/2018,14
2355,19/5/2018,14
2356,3/5/2018,14
2357,12/5/2018,14
2358,30/5/2018,14
2359,31/5/2018,14
2360,31/5/2018,14
2361,14/5/2018,14
2362,22/5/2018,14
2363,23/5/2018,14
2364,30/5/2018,14
2365,21/5/2018,14
2366,11/5/2018,14
2367,21/5/2018,14
2368,12/5/2018,14
2369,15/5/2018,14
2370,25/5/2018,14
2371,30/5/2018,14
2372,9/5/2018,14
2373,25/5/2018,14
2374,6/5/2018,14
2375,12/5/2018,14
2376,17/5/2018,14
2377,22/5/2018,14
2378,12/5/2018,14
2379,22/5/2018,14
2380,24/5/2018,14
2381,31/5/2018,14
2382,7/5/2018,14
2383,12/5/2018,14
2384,10/5/2018,14
2385,15/5/2018,14
2386,22/5/2018,14
2387,15/5/2018,14
2388,21/5/2018,14
2389,16/5/2018,14
2390,19/5/2018,14
2391,14/5/2018,14
2392,24/5/2018,14
2393,13/5/2018,14
2394,13/5/2018,14
2395,19/5/2018,14
2396,30/5/2018,14
2397,9/5/2018,14
2398,21/5/2018,14
2399,28/5/2018,14
2400,8/5/2018,14
2401,24/5/2018,14
2402,7/5/2018,14
2403,21/5/2018,14
2404,13/5/2018,14
2405,30/5/2018,14
2406,7/5/2018,14
2407,9/5/2018,14
2408,30/5/2018,14
2409,12/5/2018,14
2410,21/5/2018,14
2411,23/5/2018,14
2412,2/5/2018,14
